date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:06:42	105170/105170	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:41%20GMT	https://lionheart-education.com/consultancy-with-lionheart/special-educational-needs-and-disabilities-send/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/consultancy-with-lionheart/special-educational-needs-and-disabilities-send/index.html	(from https://lionheart-education.com/)
16:06:43	98629/98629	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:41%20GMT	https://lionheart-education.com/consultancy-with-lionheart/education-crisis-management/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/consultancy-with-lionheart/education-crisis-management/index.html	(from https://lionheart-education.com/)
16:06:43	91806/91806	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:42%20GMT	https://lionheart-education.com/consultancy-with-lionheart/relocation-support/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/consultancy-with-lionheart/relocation-support/index.html	(from https://lionheart-education.com/)
16:06:43	127833/127833	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:42%20GMT	https://lionheart-education.com/lionheart-school/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-school/index.html	(from https://lionheart-education.com/)
16:06:43	101802/101802	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:42%20GMT	https://lionheart-education.com/lionheart-school/school-life-a-typical-day/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-school/school-life-a-typical-day/index.html	(from https://lionheart-education.com/)
16:06:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Feb%202026%2016:06:42%20GMT	https://lionheart-education.com/lionheart-blog	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-blog.23.delayed	(from https://lionheart-education.com/)
16:06:44	85562/85562	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:42%20GMT	https://lionheart-education.com/lionheart-school/alternative-provision/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-school/alternative-provision/index.html	(from https://lionheart-education.com/)
16:06:44	78589/78589	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:43%20GMT	https://lionheart-education.com/lionheart-school/admissions/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-school/admissions/index.html	(from https://lionheart-education.com/)
16:06:44	83044/83044	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:43%20GMT	https://lionheart-education.com/lionheart-school/examination-centre/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-school/examination-centre/index.html	(from https://lionheart-education.com/)
16:06:45	78362/78362	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:43%20GMT	https://lionheart-education.com/lionheart-school/term-dates/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/lionheart-school/term-dates/index.html	(from https://lionheart-education.com/)
16:06:45	131448/131448	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:44%20GMT	https://lionheart-education.com/homeschooling/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/homeschooling/index.html	(from https://lionheart-education.com/)
16:06:45	43342/43342	---M--	200	added ('OK')	image/webp	etag:%22690394ec-a94e%22	https://lionheart-education.com/wp-content/uploads/2025/10/u2554752938_Happy_teenagers_-chaos_10_-ar_34_-sref_httpss._9a86beae-573e-400f-a8e0-d81c7aa6a175_0.webp	C:/My%20Web%20Sites/lionheart/lionheart-education.com/wp-content/uploads/2025/10/u2554752938_Happy_teenagers_-chaos_10_-ar_34_-sref_httpss._9a86beae-573e-400f-a8e0-d81c7aa6a175_0.webp	(from https://lionheart-education.com/)
16:06:45	91931/91931	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:44%20GMT	https://lionheart-education.com/private-tuition/early-years-nursery/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/private-tuition/early-years-nursery/index.html	(from https://lionheart-education.com/)
16:06:46	113613/113613	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:44%20GMT	https://lionheart-education.com/private-tuition/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/private-tuition/index.html	(from https://lionheart-education.com/)
16:06:46	92398/92398	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:44%20GMT	https://lionheart-education.com/private-tuition/primary-tuition/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/private-tuition/primary-tuition/index.html	(from https://lionheart-education.com/)
16:06:48	233258/233258	---M--	200	added ('OK')	image/webp	etag:%2269034e39-38f2a%22	https://lionheart-education.com/wp-content/uploads/2025/10/mattheweva_56578_dynamic_angle_The_pristine_entrance_of_an_eleg_057a44b1-f513-4206-8768-90d9075799f7.webp	C:/My%20Web%20Sites/lionheart/lionheart-education.com/wp-content/uploads/2025/10/mattheweva_56578_dynamic_angle_The_pristine_entrance_of_an_eleg_057a44b1-f513-4206-8768-90d9075799f7.webp	(from https://lionheart-education.com/)
16:06:48	106953/106953	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Feb%202026%2016:06:45%20GMT	https://lionheart-education.com/private-tuition/gcse-igcse/	C:/My%20Web%20Sites/lionheart/lionheart-education.com/private-tuition/gcse-igcse/index.html	(from https://lionheart-education.com/)
